Class,Subclass2,Subclass3,Subclass4,Subclass5,Subclass6,Subclass7,Subclass8,nuclex_nid,parent_OBO,obo_id,obo_axiom,radlex_purl,radlex_axiom,playbook_rpid,umls_cui,umls_axiom,nci_thesaurus_code,nci_thesaurus_axiom,snomedct_code,snomedct_axiom,ibsi_code,ibsi_axiom,dicom_code,Other,Other_axiom,Measurement?,Assignment ID,Approver/Endorser ID,Comments,Synonyms,Definitions ,ro:has_part,ro:is_part_of,ro:uses,ro:is_made_of,ro:treats,ro:has_input,ro:has_output,ro:is_about,nuclex:is_theranostic_pair,nuclex:binds_to,nuclex:is_radiolabeled_analog_of,,,,,,,
,,,organ-based absorbed dose calculation,,,,,nuclex:000285,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,organ-level dosimetry,"An absorbed dose calculation method that computes the average or mean energy deposited across the entirety of a defined anatomical organ or macroscopic region of interest, rather than resolving dose at a granular sub-organ level.",,,,,,,,,,,,,,,,,,
,,,,model-based absorbed dose calculation,,,,nuclex:000286,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,model-based dosimetry method,An organ-based absorbed dose calculation that utilizes standardized mathematical representations of human anatomy and pre-calculated source-to-target specific absorbed fractions.,,,,,,,,,,,,,,,,,,
,,,,,medical internal dosimetry method,,,nuclex:000287,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"MIRD, MIRD method, S-value based dosimetry, MIRD formulism","A model-based absorbed dose calculation formalized by the Medical Internal Radiation Dose committee, utilizing the schema of source organs, target organs, and S-values to calculate mean absorbed doses from internally administered radionuclides.",,,,,,,,,,,,,,,,,,
,,,local energy deposition absorbed dose calculation,,,,,nuclex:000288,,,,,,,,,,,,,,,,,,,,1001;1002;1003,Fits under both voxel-based and organ-based,"local deposition method, local energy deposition method, LDM, LED",An absorbed dose calculation method that assumes all energy emitted by a radionuclide is completely absorbed within the immediate source volume,,,,,,,,,,,,,,,,,,
,,time-integrated activity calculation method,,,,,,nuclex:000289,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,TIAC method,A dosimetry process calculation method designed to determine the total number of radioactive disintegrations occurring within a specified source region over a defined integration period.,,,,,,,,,,,,,,,,,,
,,,numerical time-integrated activity calculation method,,,,,nuclex:000290,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,numerical TIAC calculation,A time-integrated activity calculation method that estimates total disintegrations by applying discrete mathematical integration techniques directly to a series of sequential activity measurements.,,,,,,,,,,,,,,,,,,
,,,,trapezoidal time-integrated activity calculation method,,,,nuclex:000291,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"trapezoidal method, trapezoidal fitting method, trapezoidal approach","A method that estimates the time-integrated activity by calculating the sum of the areas of geometric trapezoids mathematically formed between sequential, discrete measurement points.",,,,,,,,,,,,,,,,,,
,,,analytical time-integrated activity calculation method,,,,,nuclex:000292,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,analytical TIAC calculation,A time-integrated activity calculation method that estimates total disintegrations by fitting a continuous mathematical function to the measured activity data and integrating the resulting equation over time.,,,,,,,,,,,,,,,,,,
,time-activity curve fitting method,,,,,,,nuclex:000293,,,,,,,,,,,,,,,,,,,,1001;1002;1003,This branch may fit better under image analysis section.,TAC fitting method,A method utilized to approximate the continuous kinetic behavior of a radiopharmaceutical within a target region by applying a mathematical function or numerical approximation to a discrete set of sequential activity measurements.,,,,,,,,,,,,,,,,,,
,,exponential fitting,,,,,,nuclex:000294,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,exponential TAC fitting,A time-activity curve fitting method that models the clearance of radioactivity from a source region utilizing one or more exponential decay equations to represent first-order kinetic processes.,,,,,,,,,,,,,,,,,,
,,,monoexponential fitting,,,,,nuclex:000295,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"monoexponential TAC fitting, mono-exponential TAC fitting","An exponential fitting method that models time-activity data utilizing a single exponential term, representing clearance from the source region at a single, constant fractional rate.",,,,,,,,,,,,,,,,,,
,,,biexponential fitting,,,,,nuclex:000296,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"biexponential TAC fitting, bi-exponential TAC fitting","An exponential fitting method that models time-activity data utilizing the sum of two distinct exponential terms, representing two separate kinetic phases of clearance or distribution.",,,,,,,,,,,,,,,,,,
,,physiologically-based radiopharmacokinetic modeling-based fitting,,,,,,nuclex:000297,,,,,,,,,,,,,,,,,,,,1001;1002;1003,,"PBPK-based fitting, PBPK, PBPK fitting, PBRPK-based fitting, PBRPK fitting","A time-activity curve fitting method that derives kinetic parameters utilizing a mathematical model composed of distinct physiological compartments, defined anatomical volumes, and biological flow rates.",,,,,,,,,,,,,,,,,,
,treatment planning method,,,,,,,nuclex:000298,,,,,,,,,,,,,,,,,,,1003,1001;1002,,method for treatment planning,,,,,,,,,,,,,,,,,,,
,,radiopharmaceutical therapy treatment planning method,,,,,,nuclex:000299,,,,,,,,,,,,,,,,,,,1003,1001;1002,,RPT treatment planning method,,,,,,,,,,,,,,,,,,,
,,,dosimetry-based treatment planning method,,,,,nuclex:000300,,,,,,,,,,,,,,,,,,,1003,1001;1002,,Dosimetry-based treatment planning,,,,,,,,,,,,,,,,,,,
,,,,surrogate radiopharmaceutical dosimetry-based treatment planning ,,,,nuclex:000301,,,,,,,,,,,,,,,,,,,1003,1001;1002,,"surrogate treatment planing, surrogate dosimetry treatment planning",,,,,,,,,,,,,,,,,,,
,,,,test dose dosimetry-based treatment planning ,,,,nuclex:000302,,,,,,,,,,,,,,,,,,,1003,1001;1002,,"small dose treatment planning, test dose treatment planning, small dose activity prescription",,,,,,,,,,,,,,,,,,,
,,,,cycle-adjusted dosimetry-based treatment planning,,,,nuclex:000303,,,,,,,,,,,,,,,,,,,1003,1001;1002,,cycle-based dosimetry treatment planning,,,,,,,,,,,,,,,,,,,
,,,empirical treatment planning method,,,,,nuclex:000304,,,,,,,,,,,,,,,,,,,1003,1001;1002,,"empirical dosimetry treatment planning, empiric method",,,,,,,,,,,,,,,,,,,
,,,,body surface area-based radiopharmaceutical therapy treatment planning,,,,nuclex:000305,,,,,,,,,,,,,,,,,,,1003,1001;1002,,"BSA method, BSA treatment planning",,,,,,,,,,,,,,,,,,,
,,,,body weight-based radiopharmaceutical therapy treatment planning,,,,nuclex:000306,,,,,,,,,,,,,,,,,,,1003,1001;1002,,weight-based treatment planning,,,,,,,,,,,,,,,,,,,
,,,,patient status-based radiopharmaceutical therapy treatment planning,,,,nuclex:000307,,,,,,,,,,,,,,,,,,,1003,1001;1002,,treatment planning based on patient condition,,,,,,,,,,,,,,,,,,,
,,,,cycle-adjusted radiopharmaceutical therapy treatment planning,,,,nuclex:000308,,,,,,,,,,,,,,,,,,,1003,1001;1002,,"cycle-based treatment planning, cycle-based therapy planning",,,,,,,,,,,,,,,,,,,
,image processing method,,,,,,,nuclex:000309,,,,,,,,,,,,,,,,,,,1005,1001;1002,,method for image processing,,,,,,,,,,,,,,,,,,,
,,image registration method,,,,,,nuclex:000310,,,,,,,,,,,,,,,,,,,1005,1001;1002,,registration method,,,,,,,,,,,,,,,,,,,
,,,transformation-based registration,,,,,nuclex:000311,,,,,,,,,,,,,,,,,,,1005,1001;1002,,Transformation registration,,,,,,,,,,,,,,,,,,,
,,,,rigid registration,,,,nuclex:000312,,,,,,,,,,,,,,,,,,,1005,1001;1002,,non-deformable registration,,,,,,,,,,,,,,,,,,,
,,,,affine registration,,,,nuclex:000313,,,,,,,,,,,,,,,,,,,1005,1001;1002,,affinity registration,,,,,,,,,,,,,,,,,,,
,,,,deformable registration,,,,nuclex:000314,,,,,,,,,,,,,,,,,,,1005,1001;1002,,non-rigid registration,,,,,,,,,,,,,,,,,,,
,,,,,B-spline registration,,,nuclex:000315,,,,,,,,,,,,,,,,,,,1005,1001;1002,,spline based registration,,,,,,,,,,,,,,,,,,,
,,,,,elastic registration,,,nuclex:000316,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,optical flow registration,,,nuclex:000317,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,metric-based registration,,,,,nuclex:000318,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,intensity-based registration,,,,nuclex:000319,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,sum of squared differences,,,nuclex:000320,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,normalized cross-correlation,,,nuclex:000321,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,mutual information,,,nuclex:000322,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,feature-based registration,,,,nuclex:000323,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,fiducial-based registration,,,nuclex:000324,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,surface-based registration,,,nuclex:000325,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,modality-based registration,,,,,nuclex:000326,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,monomodal registration,,,,nuclex:000327,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,multimodal registration,,,,nuclex:000328,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,image filtering method,,,,,,nuclex:000329,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,spatial domain filtering,,,,,nuclex:000330,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,linear filtering,,,,nuclex:000331,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,mean filter,,,nuclex:000332,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,Gaussian filter,,,nuclex:000333,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,non-linear filtering,,,,nuclex:000334,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,median filter,,,nuclex:000335,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,anisotropic diffusion,,,nuclex:000336,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,non-local means filter,,,nuclex:000337,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,frequency domain filtering,,,,,nuclex:000338,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,low-pass filter,,,,nuclex:000339,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,high-pass filter,,,,nuclex:000340,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,band-pass filter,,,,nuclex:000341,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,image reconstruction method,,,,,,nuclex:000342,,,,,,,,,,,,,,,,,,,1005,1001;1002,,reconstruction method,,,,,,,,,,,,,,,,,,,
,,,filtered back-projection,,,,,nuclex:000343,,,,,,,,,,,,,,,,,,,1005,1001;1002,,FBP reconstruction,,,,,,,,,,,,,,,,,,,
,,,iterative reconstruction,,,,,nuclex:000344,,,,http://www.radlex.org/RID/RID10624,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94918,,,,,,,,,1005,1001;1002,,iterative reconstruction method,,,,,,,,,,,,,,,,,,,
,,,,ordered subset expectation maximization,,,,nuclex:000345,,,,,,,,,,,,,,,,,,,1005,1001;1002,,OSEM reconstruction,,,,,,,,,,,,,,,,,,,
,,,,maximum likelihood expectation maximization,,,,nuclex:000346,,,,,,,,,,,,,,,,,,,1005,1001;1002,,MLEM reconstruction,,,,,,,,,,,,,,,,,,,
,,image correction method,,,,,,nuclex:000347,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,partial volume correction method,,,,,nuclex:000348,,,,,,,,,,,,,,,,,,,1005,1001;1002,,PVC method,,,,,,,,,,,,,,,,,,,
,,,motion correction method,,,,,nuclex:000349,,,,,,,,,,,,,,,,,,,1005,1001;1002,,motion correction,,,,,,,,,,,,,,,,,,,
,,image segmentation method,,,,,,nuclex:000350,,,,,,,,,,,,,,,,,,,1005,1001;1002,,segmentation method,,,,,,,,,,,,,,,,,,,
,,,manual segmentation,,,,,nuclex:000351,,,,,,,,,,,,,,,,,,,1005,1001;1002,,manual ,,,,,,,,,,,,,,,,,,,
,,,,human non-expert segmentation,,,,nuclex:000352,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,human expert segmentation,,,,nuclex:000353,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,semi-automatic segmentation,,,,,nuclex:000354,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,threshold segmentation,,,,nuclex:000355,,,,,,,,,,,,,,,,,,,1005,1001;1002,,threshold-based segmentation,,,,,,,,,,,,,,,,,,,
,,,,,relative threshold segmentation,,,nuclex:000356,,,,,,,,,,,,,,,,,,,1005,1001;1002,,percentage threshold segmentation,,,,,,,,,,,,,,,,,,,
,,,,,absolute threshold segmentation,,,nuclex:000357,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,adaptive threshold segmentation,,,nuclex:000358,,,,,,,,,,,,,,,,,,,1005,1001;1002,,Iterative threshold,,,,,,,,,,,,,,,,,,,
,,,automatic segmentation,,,,,nuclex:000359,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,aritificial intelligence segmentation,,,,nuclex:000360,,,,,,,,,,,,,,,,,,,1005,1001;1002,,AI segmentation,,,,,,,,,,,,,,,,,,,
,,,,automatic threshold segmentation ,,,,nuclex:000361,,,,,,,,,,,,,,,,,,,1005,1001;1002,,,,,,,,,,,,,,,,,,,,,
radiopharmaceutical property,,,,,,,,nuclex:000362,,,,,,,,,,,,,,,,,,,1008,1001;1002,,"radiotracer property, radiopharmaceutical characteristic, radiopharmaceutical attribute","A distinguishing quality or attribute of a radiopharmaceutical, encompassing its physical, chemical, biological, or pharmaceutical characteristics",,,,,,,,,,,,,,,,,,
,radiopharmaceutical production property,,,,,,,nuclex:000363,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,"A characteristic or parameter specifically related to the synthesis, manufacturing process, or quality control of a radiopharmaceutical.",,,,,,,,,,,,,,,,,,
,,specific activity,,,,,,nuclex:000364,,,,,,,,,,,,,,,,,,1,1008,1001;1002,,,"SA, activity per mass, gravimetric specific activity","The activity (radioactivity) per unit mass of a radionuclide or radiolabeled compound, expressed in Bq/g or GBq/µg, and is normally used for macromolecules (proteins and antibodies) when the molecular weight of the labelled material is unknown",,,,,,,,,,,,,,,,,
,,molar activity,,,,,,nuclex:000365,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,"The activity (radioactivity) per unit mole of the element or compound, expressed in Bq/mol or GBq/µmol, and is used where the molecular weight of the labelled material is known.",,,,,,,,,,,,,,,,,
,,radiochemical purity,,,,,,nuclex:000366,,,,,,,,,,,,,,,,,,1,1008,1001;1002,,,RCP,The proportion of the total activity in a radiopharmaceutical that is present in the specified chemical form of the active radiolabeled compound.,,,,,,,,,,,,,,,,,
radiopharmaceutical production process,,,,,,,,nuclex:000367,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,,,,,,,,,,,,,,,,,,
,kit-based radiopharmaceutical production,,,,,,,nuclex:000368,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,,,,,,,,,,,,,,,,,,
radioisotope production property,,,,,,,,nuclex:000369,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,,,,,,,,,,,,,,,,,,
,cyclotron radioisotope production,,,,,,,nuclex:000370,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,,,,,,,,,,,,,,,,,,
,generator radioisotope production,,,,,,,nuclex:000371,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,,,,,,,,,,,,,,,,,,
,reactor-based radioisotope production,,,,,,,nuclex:000372,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,,,,,,,,,,,,,,,,,,
radiopharmaceutical administration property,,,,,,,,nuclex:000373,,,,,,,,,,,,,,,,,,,1008,1001;1002,,,,,,,,,,,,,,,,,,,,,
,radiopharmaceutical administration volume,,,,,,,nuclex:000374,,,,,,,,,,,,,,,,,,,1008,1001;1002,,injection volume,Volume in milliliter of the solution of radiopharmaceutical that is administered.,,,,,,,,,,,,,,,,,,
,radiopharmaceutical administration date,,,,,,,nuclex:000375,,,,,,,,,,,,,,,,,,,1008,1001;1002,,injection date,The calendar date on which the radiopharmaceutical was administered to the patient,,,,,,,,,,,,,,,,,,
,radiopharmaceutical administration time,,,,,,,nuclex:000376,,,,,,,,,,,,,,,,,,,1008,1001;1002,,injection time,The clock time at which the radiopharmaceutical was administered to the patient.,,,,,,,,,,,,,,,,,,
,radiopharmaceutical rate of administration,,,,,,,nuclex:000377,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94916,,,,,,,,,,1008,1001;1002,,"infusion rate, injection rate","The rate at which the radiopharmaceutical is administered, typically expressed as volume per unit time (e.g., mL/min).",,,,,,,,,,,,,,,,,,
,radiopharmaceutical administration vessel,,,,,,,nuclex:000378,,,,,,,,,,,,,,,,,,,1008,1001;1002,,radiopharmaceutical delivery device,"The container or device used to administer the radiopharmaceutical to the patient, such as a syringe, pill, or infusion bag.",,,,,,,,,,,,,,,,,,
,radiopharmaceutical activity measurement vessel,,,,,,,nuclex:000379,,,,,,,,,,,,,,,,,,,1008,1001;1002,,"radiopharmaceutical measurement container, measurement geometry","The container used to measure the activity of the radiopharmaceutical before administration, such as a vial, syringe, or tube.",,,,,,,,,,,,,,,,,,
,radiopharmaceutical net administered activity,,,,,,,nuclex:000380,,,,,,,,,,,,,,,,,,,1008,1001;1002,,"injected activity, administered activity","The total activity of the radiopharmaceutical administered to the patient, accounting for any residual activity in the administration vessel.",,,,,,,,,,,,,,,,,,
,radiopharmaceutical activity,,,,,,,nuclex:000381,,,,,,,,,,,,,,,,,,,1008,1001;1002,,"radiotracer activity, radiopharmaceutical dose, dose","The amount of activity (radioactivity) present in a given sample measured at a specific time, typically measured in units of Becquerel (Bq) or Curie (Ci).",,,,,,,,,,,,,,,,,,
,radiopharmaceutical pre-administration activity,,,,,,,nuclex:000382,,,,,,,,,,,,,,,,,,,1008,1001;1002,,"pre-injection dose, pre-administration dose, pre-injection activity","The amount of radioactivity present in a sample measured before being administered to a patient or subject, typically measured in units of Becquerel (Bq) or Curie (Ci).",,,,,,,,,,,,,,,,,,
,radiopharmaceutical residual activity,,,,,,,nuclex:000383,,,,,,,,,,,,,,,,,,,1008,1001;1002,,remaining activity,The activity of the radiopharmaceutical remaining in the administration vessel or other materials after administration to the patient or subject.,,,,,,,,,,,,,,,,,,
,radiopharmaceutical route of administration,,,,,,,nuclex:000384,,,,,,,,,,,,,,,,,,,1008,1001;1002,Related to http://radlex.org/RID/RID11087,," The method by which the radiopharmaceutical is introduced into the patient's body, such as intravenous, oral, or intramuscular.",,,,,,,,,,,,,,,,,,
,,intravenous radiopharmaceutical administration,,,,,,nuclex:000385,,,,,,,,,,,,,,,,,,,1008,1001;1002,Related to http://radlex.org/RID/RID288422,"radiotracer injection, radiopharmaceutical injection",Administration of a radiopharmaceutical directly into a vein.,,,,,,,,,,,,,,,,,,
,,,bolus intravenous radiopharmaceutical administration,,,,,nuclex:000386,,,,,,,,,,,,,,,,,,,1008,1001;1002,,bolus injection," Rapid, single injection of a radiopharmaceutical directly into a vein",,,,,,,,,,,,,,,,,,
,,,continuous infusion radiopharmaceutical administration,,,,,nuclex:000387,,,,,,,,,,,,,,,,,,,1008,1001;1002,,radiopharmaceutical infusion," Slow, continuous delivery of a radiopharmaceutical into a vein over a specified period",,,,,,,,,,,,,,,,,,
,,oral radiopharmaceutical administration,,,,,,nuclex:000388,,,,,,,,,,,,,,,,,,,1008,1001;1002,,oral radiopharmaceutical ingestion,"Oral administration of a radiopharmaceutical, such as through a pill, where it is absorbed into the bloodstream through the digestive system.",,,,,,,,,,,,,,,,,,
,,intraarterial radiopharmaceutical administration,,,,,,nuclex:000389,,,,,,,,,,,,,,,,,,,1008,1001;1002,Related to http://radlex.org/RID/RID288422,arterial injection,Administration of a radiopharmaceutical directly into a artery.,,,,,,,,,,,,,,,,,,
